make;model;version;doors;gross_price;nett_price;hp
Peugeot;508;Allure PureTech 180 S&S EAT8;5;43700;32454;181
Peugeot;508;Blue Lease Active PureTech 180 S&S EAT8;5;40450;29768;181
Peugeot;508;Blue Lease Active BlueHDi 130 S&S;5;37180;25550;130
Peugeot;508;Blue Lease Active BlueHDi 130 S&S EAT8;5;39980;28226;130
Peugeot;508;Blue Lease Allure BlueHDi 130 S&S EAT8;5;42430;30251;130
Peugeot;508;Blue Lease Allure BlueHDi 130 S&S;5;39630;27574;130
Peugeot;508;Blue Lease Allure BlueHDi 160 S&S EAT8;5;44380;28417;160
Peugeot;508;Blue Lease GT Line BlueHDi 160 S&S EAT8;5;46230;29583;160
Peugeot;508;Blue Lease GT Line BlueHDi 130 S&S EAT8;5;44280;31236;130
Opel;Grandland X;1.2 Turbo S&S 96kW Business Auto;5;32700;23363;130
Opel;Grandland X;1.5 CDTI S&S 96kW Business Auto;5;37700;24710;130
Opel;Grandland X;1.5 CDTI S&S 96kW Business;5;35600;22430;130
Peugeot;508 SW;Allure PureTech 180 S&S EAT8;5;45300;33560;181
Opel;Grandland X;1.6 Turbo S&S 133kW Ultimate Auto;5;44100;30836;180
Opel;Grandland X;1.6 Turbo S&S 133kW Innovation Auto;5;40900;28191;180
Opel;Grandland X;1.6 Turbo S&S 133kW Bus. Executive Auto;5;39050;26879;180
Volkswagen;Crafter;35 EV L3H3;4;83611;69100;136
Nissan;GT-R;3.8 V6 Pure;2;173900;83275,21;570
Honda;HR-V;1.5 i-VTEC Comfort;5;27990;17738;130
Honda;HR-V;1.5 i-VTEC Executive CVT-Automaat;5;34985;24494;130
Honda;HR-V;1.5 i-VTEC Elegance CVT-Automaat;5;31535;21642;130
Honda;HR-V;1.5 i-VTEC Executive;5;34355;22999;130
Honda;HR-V;1.5 i-VTEC Elegance;5;31450;20598;130
Honda;CR-V;1.5 Executive AWD CVT;5;59535;37686;193
Honda;CR-V;1.5 Elegance 2WD;5;42165;27768;173
Honda;CR-V;1.5 Comfort 2WD;5;39225;25338;173
Peugeot;2008;Active 1.2 PureTech 110;5;23810;16340;110
Peugeot;2008;Allure 1.2 Puretech 110;5;26450;18522;110
Renault;Master;L4H1 T45 DL dCi 130 EUVI RWD DC;4;41309,4;34140;130
Renault;Master;L3H1 T45 DL dCi 130 EUVI RWD DC;4;40099,4;33140;130
Renault;Master;L3H1 T35 EL ENERGY dCi 165 EUVI RWD DC;4;53977,08;33840;165
Renault;Master;L3H1 T35 EL ENERGY dCi 145 EUVI RWD DC;4;52707,48;33040;146
Renault;Master;L3H1 T35 EL dCi 130 RWD DC;4;50803,08;31840;130
Renault;Master;L4H1 T45 DL dCi 130 EUVI RWD;2;39857,4;32940;130
Renault;Master;L3H1 T45 DL dCi 130 EUVI RWD;2;39010,4;32240;130
Renault;Master;L3H1 T35 EL dCi 130 EUVI RWD;2;48898,68;30640;130
Renault;Master;L3H1 T35 EL ENERGY dCi 165 EUVI RWD;2;52072,68;32640;165
Renault;Master;L3H1 T35 EL ENERGY dCi 145 EUVI RWD;2;50803,08;31840;146
Renault;Master;L2H1 T35 DL ENERGY dCi 165 EUVI RWD;2;51437,88;32240;165
Renault;Master;L2H1 T35 DL ENERGY dCi 145 EUVI RWD;2;50168,28;31440;146
Renault;Master;L2H1 T35 DL dCi 130 EUVI RWD;2;48263,88;30240;130
Renault;Master;L2H1 T35 ENERGY dCi 165 EUVI FWD DC;4;50168,28;31440;165
Renault;Master;L2H1 T35 ENERGY dCi 145 EUVI FWD DC;4;48898,68;30640;146
Renault;Master;L3H1 T35 ENERGY dCi 165 EUVI FWD DC;4;51596,58;32340;165
Renault;Master;L3H1 T35 ENERGY dCi 145 EUVI FWD DC;4;50326,98;31540;146
Jaguar;F-TYPE;2.0 i4 300 pk Chequered Flag automaat;2;103535;68022,31;300
Jaguar;F-TYPE;3.0 S/C 380 pk Chequered Flag automaat;2;147185;88496,69;380
Jaguar;F-TYPE;3.0 S/C 380 pk Chequered Flag auto AWD;2;157585;93546,28;380
Jaguar;F-TYPE;3.0 S/C 340 pk Chequered Flag automaat;2;134625;77761,98;340
Mazda;CX-5;2.2 SKYACTIV-D 6AT 2WD Luxury;5;53550;31184;150
Mazda;CX-5;2.2 SKYACTIV-D 6MT 2WD Luxury;5;47850;29471;150
Mazda;CX-5;2.5 SKYACTIV-G 194 6AT 4WD Signature;5;54350;32692;194
Mazda;CX-5;2.0 SKYACTIV-G 6AT 2WD Signature;5;44800;28702;165
Mazda;CX-5;2.5 SKYACTIV-G 194 6AT 2WD Signature;5;49250;29541;194
Mazda;CX-5;2.0 SKYACTIV-G 6MT 2WD Signature;5;43300;28350;165
Mazda;CX-5;2.2 SKYACTIV-D 184 6AT 4WD Signature;5;59050;35228;184
Mazda;CX-5;2.0 SKYACTIV-G 6AT 4WD Signature;5;50800;31531;165
Mazda;CX-5;2.2 SKYACTIV-D 6MT 2WD Signature;5;49350;30711;150
Mazda;CX-5;2.2 SKYACTIV-D 6AT 2WD Signature;5;55050;32424;150
Jaguar;XF Sportbrake;2.0t 300 Chequered Flag AT AWD;5;91465;59465,29;300
Jaguar;XF Sportbrake;2.0d 180 Chequered Flag AT;5;76415;51083,85;180
Jaguar;XF Sportbrake;2.0t 250 Chequered Flag AT;5;83625;54404,13;250
Peugeot;508 SW;GT Line PureTech 180 S&S EAT8;5;48900;36535;181
Peugeot;508 SW;GT PureTech 225 S&S EAT8;5;55500;41123;225
Peugeot;508 SW;Blue Lease Allure PureTech 180 S&S EAT8;5;44500;32898;181
Peugeot;508 SW;Blue Lease Active PureTech 180 S&S EAT8;5;42050;30874;181
Peugeot;508 SW;GT BlueHDi 180 S&S EAT8;5;56280;37164;180
Peugeot;508 SW;Allure BlueHDi 130 S&S EAT8;5;44830;31872;130
Peugeot;508 SW;Active BlueHDi 130 S&S;5;39680;27072;130
Peugeot;508 SW;Blue Lease GT Line BlueHDi 130 S&S EAT8;5;45880;32196;130
Peugeot;508 SW;Blue Lease GT Line BlueHDi 160 S&S EAT8;5;47830;30543;160
Peugeot;508 SW;Blue Lease Allure BlueHDi 160 S&S EAT8;5;45980;29559;160
Peugeot;508 SW;Blue Lease Allure BlueHDi 130 S&S;5;41230;28353;130
Peugeot;508 SW;Blue Lease Allure BlueHDi 130 S&S EAT8;5;44030;31211;130
Peugeot;508 SW;Blue Lease Active BlueHDi 130 S&S EAT8;5;41580;29186;130
Peugeot;508 SW;Blue Lease Active BlueHDi 130 S&S;5;38780;26328;130
Toyota;Corolla Hatchback;1.2 Turbo Comfort;5;23160;13962,81;116
Toyota;Corolla Hatchback;1.2 Turbo Dynamic;5;27610;17207,44;116
Toyota;Corolla Hatchback;1.2 Turbo automaat Dynamic;5;29410;18478,51;116
Nissan;GT-R;3.8 V6 Nismo;2;262400;153933,88;600
Honda;HR-V;1.5 i-VTEC Business Edition CVT-Automaat;5;28951;19507;130
Honda;HR-V;1.5 i-VTEC Business Edition;5;28950;18531;130
Citro�n;Berlingo Van;BlueHDi 75 Control 1000 kg;3;23824;14840;75
Renault;Master;L2H1 T35 ENERGY dCi 165 EUVI FWD;2;48263,88;30240;165
Renault;Master;L3H1 T35 ENERGY dCi 165 EUVI FWD;2;49692,18;31140;165
Renault;Master;L3H1 T35 ENERGY dCi 145 EUVI FWD;2;48422,58;30340;146
Renault;Master;L2H1 T35 ENERGY dCi 145 EUVI FWD;2;46994,28;29440;146
Renault;Master;L3H2 T35 ENERGY dCi 165 EUVI FWD;2;51120,48;32040;165
Renault;Master;L3H2 T35 ENERGY dCi 145 EUVI FWD;2;49850,88;31240;146
Renault;Master;L3H2 T35 ENERGY dCi 180 QS EU6 FWD;2;52866,18;33140;180
Renault;Master;L3H1 T35 ENERGY dCi 180 QS EU6 FWD;2;51437,88;32240;180
Renault;Master;L3H1 T35 ENERGY dCi 165 EUVI FWD;2;49692,18;31140;165
Renault;Master;L3H1 T35 ENERGY dCi 145 EUVI FWD;2;48422,58;30340;146
Renault;Master;L2H1 T35 ENERGY dCi 165 EUVI FWD;2;48263,88;30240;165
Renault;Master;L2H1 T35 ENERGY dCi 145 EUVI FWD;2;46994,28;29440;146
Renault;Master;L2H2 T35 ENERGY dCi 180 QS EU6 FWD;2;50009,58;31340;180
Renault;Master;L2H2 T35 ENERGY dCi 180 EU6 FWD;2;48263,88;30240;180
Renault;Master;L2H1 T35 ENERGY dCi 150 EU6 FWD;2;46994,28;29440;150
Renault;Master;L2H1 T35 dCi 135 EU6 FWD;2;45089,88;28240;135
Renault;Master;L2H2 T35 ENERGY dCi 165 EUVI FWD;2;49692,18;31140;165
Jaguar;XF Sportbrake;2.0d 180 Chequered Flag AT AWD;5;80865;52755,39;180
Jaguar;XF Sportbrake;2.0d 240 Chequered Flag AT AWD;5;88405;56302,25;240
Jaguar;XF;2.0t 300 Chequered Flag AT AWD;4;87275;57420,66;300
Jaguar;XF;2.0d 240 Chequered Flag AT AWD;4;83845;54215,12;240
Jaguar;XF;2.0d 180 Chequered Flagt AT AWD;4;77495;50722,57;180
Jaguar;XF;2.0t 250 Chequered Flag AT;4;78535;52324,79;250
Jaguar;XF;2.0d 180 Chequered Flag;4;68585;46970,29;180
Jaguar;XF;2.0d 180 Chequered Flag AT;4;73045;49024,12;180
Jaguar;XF;3.0d V6 300 Chequered Flag AT;4;93895;60839,44;300
Renault;ZOE;R135 Intens (batterijkoop);5;35450;29297,52;136
Renault;ZOE;R135 Intens;5;27250;22520,66;136
Jaguar;XE;R-DYNAMIC SE 2.0 P300 Automaat AWD;4;71375;45698,35;300
Jaguar;XE;R-DYNAMIC SE 2.0 D180 Automaat AWD;4;66335;42934,62;180
Jaguar;XE;R-DYNAMIC SE 2.0 D180 Automaat RWD;4;62295;41046,55;180
Jaguar;XE;R-DYNAMIC SE 2.0 P250 Automaat RWD;4;62095;40865,29;250
Jaguar;XE;R-DYNAMIC HSE 2.0 P300 Automaat AWD;4;76575;49641,32;300
Jaguar;XE;R-DYNAMIC HSE 2.0 D180 Automaat AWD;4;72225;46868,74;180
Toyota;Corolla Hatchback;1.8 Hybrid Comfort;5;25540;20444,63;122
Toyota;Corolla Hatchback;1.8 Hybrid Dynamic;5;29990;23775,21;122
Toyota;Corolla Hatchback;2.0 Hybrid Dynamic;5;32510;25560,33;180
Toyota;Corolla Hatchback;2.0 Hybrid Executive;5;36310;28700,83;180
Toyota;Corolla Hatchback;2.0 Hybrid Premium;5;39310;31180,17;180
Toyota;Corolla Touring Sports;1.2 Turbo Comfort;5;24160;14789,26;116
Toyota;Corolla Touring Sports;1.2 Turbo Dynamic;5;28610;18033,88;116
Toyota;Corolla Touring Sports;1.2 Turbo automaat Dynamic;5;30410;20820,66;116
Toyota;Corolla Touring Sports;1.8 Hybrid Comfort;5;26540;21271,07;122
Toyota;Corolla Touring Sports;1.8 Hybrid Dynamic;5;30990;24601,65;122
Toyota;Corolla Touring Sports;2.0 Hybrid Dynamic;5;33510;26386,78;180
Toyota;Corolla Touring Sports;2.0 Hybrid Executive;5;37810;29940,5;180
Toyota;Corolla Touring Sports;2.0 Hybrid Premium;5;40810;32419,83;180
Toyota;Corolla Sedan;1.8 Hybrid Dynamic;4;30510;24204,96;122
Toyota;Corolla Sedan;1.8 Hybrid Executive;4;34710;27477,69;122
Toyota;Corolla Sedan;1.8 Hybrid Active;4;28610;22932,23;122
Hyundai;Tucson;1.6 T-GDI Premium;5;47707;25783,47;177
Hyundai;Tucson;1.6 T-GDI Premium 7DCT 4x4;5;49207;27732,22;177
Honda;HR-V;1.5 i-VTEC TURBO Sport;5;37030;24668;182
Honda;HR-V;1.5 i-VTEC TURBO Sport CVT-Automaat;5;39095;26158;182
MINI;Countryman;Cooper Business Edition D Automaat;5;42407;27693;150
Mitsubishi;Space Star;1.0 Entry;5;11680;6965;71
MINI;Countryman;Cooper Business Edition D ALL4;5;47167;28726;150
MINI;Countryman;Cooper Business Edition D;5;40968;26866;150
MINI;Countryman;Cooper ALL4 Automaat;5;39733;26902;136
MINI;Countryman;Cooper ALL4;5;38267;24902;136
Nissan;Qashqai;1.7 dCi 150 B EDITION Intelligent 4x4;5;41640;23433,06;150
Nissan;Qashqai;1.7 dCi 150 NEW TEKNA+ Int. 4x4 Xtronic;5;51040;26352,07;150
Nissan;Qashqai;1.7 dCi 150 NEW TEKNA Int. 4x4 Xtronic;5;47290;23252,89;150
Nissan;Qashqai;1.7 dCi 150 B. EDITION Int. 4x4 Xtronic;5;44140;22905,79;150
Nissan;Qashqai;1.3 DIG-T 160 N-MOTION DCT EVAPO;5;39190;26885,95;160
Nissan;Qashqai;1.5 dCi 115 VISIA;5;30740;20409,09;115
Nissan;Qashqai;1.5 dCi 115 ACENTA;5;33190;22433,88;115
Suzuki;Swift;1.4 Boosterjet Sport;5;24194;15142,15;140
Mercedes-Benz;GLC;GLC 200 Business Solution Limited;5;49995;32284;197
Renault;Sc�nic;Blue dCi 120 EDC Limited;5;38870;22775,13;120
Citro�n;C4 Cactus;BlueHDi 120 S&S EAT6 Shine Plus;5;32000;20906;120
Citro�n;C4 Cactus;PureTech 130 S&S EAT6 Shine Plus;5;29250;21053;131
MAN;TGE;2.0TDI 103kW 3.5T 4WD L2;2;52326,6;32800;140
MAN;TGE;2.0TDI 103kW 3.5T 4WD L1;2;50945,91;31930;140
MAN;TGE;2.0TDI 130kW 3.5T RWD EL L2;2;52739;33060;177
MAN;TGE;2.0TDI 130kW 3.5T RWD EL L1;2;51359;32190;177
MAN;TGE;2.0TDI 103kW 3.5T RWD EL L2;2;50930;31920;140
MAN;TGE;2.0TDI 103kW 3.5T RWD EL L1;2;49660;31120;140
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L2;2;43439;35900;122
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L1;2;42386;35030;122
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L3;2;44480;36760;122
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L3;2;47384;39160;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L1;2;45290;37430;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L2;2;46343;38300;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L2 8-AUT;2;48678;40230;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L1 8-AUT;2;47166;38980;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L3 8-AUT;2;49719;41090;177
MAN;TGE;2.0TDI 103kW 3.5T 4WD L1;4;53025;33240;140
MAN;TGE;2.0TDI 103kW 3.5T 4WD L2;4;54406;34110;140
MAN;TGE;2.0TDI 130kW 3.5T 4WD L1;4;54723;34310;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L2;4;56104;35180;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L1 OC 8-AUT;2;55659;34900;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L2 OC 8-AUT;2;57040;35770;177
MAN;TGE;2.0TDI 130kW 3.5T FWD L2 OC 8-AUT;2;51549;32310;177
MAN;TGE;2.0TDI 75kW 3.5T FWD L1 OC;2;41837;26190;102
MAN;TGE;2.0TDI 130kW 3.5T FWD L1 OC 8-AUT;2;50168;31440;177
MAN;TGE;2.0TDI 130kW 3.5T FWD L2 OC;2;48470;30370;177
MAN;TGE;2.0TDI 130kW 3.5T FWD L1 OC;2;47105;29510;177
MAN;TGE;2.0TDI 103kW 3.5T FWD L2 OC 8-AUT;2;49851;31240;140
MAN;TGE;2.0TDI 103kW 3.5T FWD L1 OC 8-AUT;2;48470;30370;140
MAN;TGE;2.0TDI 103kW 3.5T FWD L2 OC;2;46788;29310;140
MAN;TGE;2.0TDI 103kW 3.5T FWD L1 OC;2;45407;28440;140
MAN;TGE;2.0TDI 75kW 3.5T FWD L2 OC;2;43217;27060;102
MAN;TGE;2.0TDI 130kW 5.5T DL L3H2 8-AUT;4;56664;46830;177
MAN;TGE;2.0TDI 130kW 5.5T DL L3H2;4;54329;44900;177
MAN;TGE;2.0TDI 130kW 5.5T DL L1H1;4;50481;41720;177
MAN;TGE;2.0TDI 130kW 5.5T DL L2H2;4;53288;44040;177
MAN;TGE;2.0TDI 130kW 5.5T DL L1H1 8-AUT;4;52817;43650;177
MAN;TGE;2.0TDI 130kW 5.5T DL L2H2 8-AUT;4;55624;45970;177
MAN;TGE;2.0TDI 90kW 5.5T DL L3H2;4;51425;42500;122
Opel;Vivaro;L2H1 1.6CDTI BT 2.9T IRMSCHER GT DC;5;48437;30349;145
Maserati;Ghibli;3.0 Diesel 275pk GranLusso;4;116569;68032;275
Maserati;Ghibli;3.0 Diesel 275pk GranSport;4;116569;68032;275
Maserati;Ghibli;3.0 V6 350pk GranLusso;4;139968;71188;350
Maserati;Ghibli;3.0 V6 350pk GranSport;4;139968;71188;350
Maserati;Ghibli;3.0 V6 430pk Q4 S GranLusso;4;164269;84179;430
Maserati;Ghibli;3.0 V6 430pk Q4 S GranSport;4;164269;84179;430
Nissan;Qashqai;1.5 dCi 115 DCT N-CONNECTA;5;38040;24266,12;115
Nissan;Qashqai;1.5 dCi 115 DCT ACENTA;5;35740;23452,89;115
Nissan;Qashqai;1.7 dCi 150 N-CONNECTA;5;38990;22330,58;150
Renault;Kadjar;TCe 140 GPF Zen;5;30270;19947,11;140
Renault;Kadjar;Blue dCi 115 Zen;5;34670;21842,92;115
Nissan;Qashqai;1.7 dCi 150 ACENTA;5;36690;21155,37;150
Nissan;Qashqai;1.7 dCi 150 N-CONNECTA Intelligent 4x4;5;42390;23145,45;150
Nissan;Qashqai;1.7 dCi 150 ACENTA Intelligent 4x4;5;40090;22152,07;150
Nissan;Qashqai;1.7 dCi 150 N-CONNECTA Int. 4x4 Xtronic;5;44890;21269,42;150
Nissan;Qashqai;1.7 dCi 150 ACENTA Int. 4x4 Xtronic;5;42590;21624,79;150
BMW;3 Serie Touring;318iA M Sport Corporate Lease;5;39990;26503;136
MINI;MINI;Cooper Business Edition;5;28467;19756;136
Renault;Sc�nic;Blue dCi 120 EDC Intens;5;40770;24345,38;120
Dacia;Sandero;SCe 70 S&S Laur�ate;5;13090;6939,67;69
Renault;Kadjar;Blue dCi 115 EDC Zen;5;36870;23479,75;115
Dacia;Sandero;TCe 90 Easy-R S&S S�r Limit�e Tech Road;5;17290;8786,78;90
Dacia;Sandero;TCe 90 S&S S�rie Limit�e Tech Road;5;16790;9023,14;90
Dacia;Logan MCV;TCe 90 Easy-R S&S S�r Limit�e Tech Road;5;18190;9530,58;90
Dacia;Logan MCV;TCe 90 S&S S�rie Limit�e Tech Road;5;17690;9766,94;90
Dacia;Dokker;TCe 130 GPF Ambiance;4;19190;9313,22;130
Dacia;Dokker;TCe 130 GPF Laur�ate;5;21190;10966,12;130
Dacia;Dokker;TCe 130 GPF Tech Road;5;22290;11342,15;130
MAN;TGE;2.0TDI 130kW 3.5T 4WD L1 8-AUT;4;57786;36240;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L2 8-AUT;4;59167;37110;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L1 8-AUT;4;48932;40440;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L2 8-AUT;4;49985;41310;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L2;4;47650;39380;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L1;4;46597;38510;177
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L1;4;43693;36110;122
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L2;4;44746;36980;122
MAN;TGE;2.0TDI 103kW 3.5T RWD EL L1;4;51739;32430;140
MAN;TGE;2.0TDI 103kW 3.5T RWD EL L2;4;53120;33300;140
MAN;TGE;2.0TDI 130kW 3.5T RWD EL L1;4;53438;33500;177
MAN;TGE;2.0TDI 130kW 3.5T RWD EL L2;4;54818;34370;177
MAN;TGE;2.0TDI 130kW 3.5T FWD L1;2;51136;32050;177
MAN;TGE;2.0TDI 130kW 3.5T FWD L1 8-AUT;2;54929;33980;177
MAN;TGE;2.0TDI 103kW 3.5T FWD L2;2;51549;32310;140
MAN;TGE;2.0TDI 103kW 3.5T FWD L2 8-AUT;2;54611;34240;140
MAN;TGE;2.0TDI 103kW 3.5T FWD L1 8-AUT;2;52501;32910;140
MAN;TGE;2.0TDI 75kW 3.5T FWD L2;2;47987;30060;102
MAN;TGE;2.0TDI 130kW 3.5T FWD L2;2;53231;33370;177
MAN;TGE;2.0TDI 90kW 5.5T DL L1H1;4;47577;39320;122
MAN;TGE;2.0TDI 90kW 5.5T DL L2H2;4;50384;41640;122
MAN;TGE;2.0TDI 130kW 3.0T 4WD L1H1 8-AUT;4;54771;34340;177
MAN;TGE;2.0TDI 130kW 3.0T 4WD L1H2 8-AUT;4;56524;35445;177
MAN;TGE;2.0TDI 103kW 3.5T 4WD L3H3;4;63888;40085;140
MAN;TGE;2.0TDI 103kW 3.5T 4WD L2H3;4;62349;39115;140
MAN;TGE;2.0TDI 130kW 3.5T 4WD L3H3;4;65586;41155;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L2H3;4;64047;40185;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L3H3 8-AUT;4;68649;43085;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L2H3 8-AUT;4;67110;42115;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L3 8-AUT;2;55854;46160;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L1 8-AUT;2;52950;43760;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L2 8-AUT;2;54558;45090;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L2;2;52223;43160;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L1;2;50614;41830;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L3;2;53519;44230;177
MAN;TGE;2.0TDI 90kW 5.5T RWD DL L3;2;50615;41830;122
MAN;TGE;2.0TDI 90kW 5.5T RWD DL L1;2;47710;39430;122
MAN;TGE;2.0TDI 90kW 5.5T RWD DL L2;2;49319;40760;122
Peugeot;308 SW;Blue Lease Premium 1.5 BlueHDi 130 EAT6;5;33770;22007;130
Dacia;Duster;TCe 100 4x2 Prestige;5;20840;12261,98;100
Dacia;Duster;TCe 100 4x2 Essential;5;17940;10081,82;100
Dacia;Duster;TCe 100 4x2 Comfort;5;19340;11238,84;100
MINI;MINI;Cooper Business Edition Automaat;5;30494;21756;136
MINI;Countryman;Cooper Business Edition Automaat;5;35881;25126;136
MINI;Countryman;Cooper Business Edition;5;35668;24300;136
MINI;MINI;Cooper 60 Years Edition Automaat;3;34877;25487;136
MINI;MINI;Cooper 60 Years Edition Automaat;5;35877;25988;136
MINI;MINI;Cooper S 60 Years Edition Automaat;5;42877;30908;192
MINI;MINI;Cooper S 60 Years Edition Automaat;3;41877;30082;192
Mercedes-Benz;E-Klasse Cabriolet;E 300 9G-TRONIC Avantgarde;2;74347;51700;258
Nissan;Qashqai;1.3 DIG-T 140 N-CONNECTA EVAPO;5;32340;21333,06;140
MAN;TGE;2.0TDI 75kW 3.5T FWD L1;2;45867;28730;102
MAN;TGE;2.0TDI 103kW 3.5T FWD L1;2;49438;30980;140
MAN;TGE;2.0TDI 130kW 3.5T FWD L2 8-AUT;2;56310;35310;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L2 8-AUT;2;61800,6;38770;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L1 8-AUT;2;58007,69;37440;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L2;2;60419,91;36840;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L1;2;56627;35510;177
MAN;TGE;2.0TDI 103kW 3.5T 4WD L2;2;57039,6;35770;140
MAN;TGE;2.0TDI 103kW 3.5T 4WD L1;2;54928,91;34440;140
MAN;TGE;2.0TDI 130kW 3.5T RWD EL L2;2;57452;36030;177
MAN;TGE;2.0TDI 130kW 3.5T RWD EL L1;2;55342;34700;177
MAN;TGE;2.0TDI 103kW 3.5T RWD EL L2;2;55643;34890;140
MAN;TGE;2.0TDI 103kW 3.5T RWD EL L1;2;53643;33630;140
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L2;2;46814;38690;122
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L1;2;45206;37360;122
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L3;2;48110;39760;122
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L3;2;51014;42160;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L1;2;48110;39760;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L2;2;49718;41713;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L1 8-AUT;4;53917;44560;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L2 8-AUT;4;55720;46050;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L2;4;53385;44120;177
MAN;TGE;2.0TDI 130kW 5.5T RWD DL L1;4;51582;42630;177
MAN;TGE;2.0TDI 90kW 5.5T RWD DL L1;4;48678;40230;122
MAN;TGE;2.0TDI 90kW 5.5T RWD DL L2;4;50481;41720;122
Opel;Zafira;1.6 Turbo Start/Stop 100kW Blitz;5;35550;18927;136
Maserati;GranTurismo;Sport Auto;2;212868;106972;460
Maserati;GranTurismo;MC Auto;2;236468;126476;460
Maserati;GranCabrio;Sport Auto;2;239368;121427;460
Maserati;GranCabrio;MC Auto;2;250968;131014;460
Mazda;MX-5 Roadster;2.0 SKYACTIV-G 184 Chairo;2;41900;25239;184
Mazda;MX-5 Roadster;1.5 SKYACTIV-G 132 Chairo;2;35700;23244;132
Mazda;CX-3;2.0 SKYACTIV-G 120 SKYLEASE GT 2WD AUTO;5;30700;18826;120
Mazda;CX-3;2.0 SKYACTIV-G 120 SKYLEASE GT 2WD;5;28700;16995;120
Suzuki;Swift;1.2 Smart Hybrid Comfort;5;15985;11655,2;90
Renault;Kadjar;TCe 140 EDC GPF Zen;5;32470;21332,23;140
Fiat;500;TwinAir Turbo Eco 85 120TH edition;3;20330;13465;85
Fiat;500C;TwinAir Turbo Eco 85 120TH edition;2;24330;16770;85
Nissan;Qashqai;1.3 DIG-T 140 VISIA EVAPO;5;27590;18381,82;140
Nissan;Qashqai;1.3 DIG-T 140 ACENTA EVAPO;5;30040;20406,61;140
MINI;Cabrio;Cooper;2;31367;21287;136
MINI;Cabrio;Cooper S;2;39367;25100;192
MINI;MINI;Cooper Automaat;3;27001;18978;136
MINI;MINI;Cooper S Automaat;3;35541;25061;192
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L2 8-AUT;2;52054;43020;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L1 8-AUT;2;50445;41690;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L3 8-AUT;2;53094;44090;177
MAN;TGE;2.0TDI 130kW 3.5T RWD EL L2;4;59055;37040;177
MAN;TGE;2.0TDI 130kW 3.5T RWD EL L1;4;56691;35550;177
MAN;TGE;2.0TDI 103kW 3.5T RWD EL L2;4;57357;35970;140
MAN;TGE;2.0TDI 103kW 3.5T RWD EL L1;4;54992;34480;140
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L2;4;47416;39650;122
MAN;TGE;2.0TDI 90kW 5.0T RWD DL L1;4;46173;38160;122
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L1;4;49077;40560;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L2;4;50880;42050;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L2 8-AUT;4;53215;43980;177
MAN;TGE;2.0TDI 130kW 5.0T RWD DL L1 8-AUT;4;51412;42490;177
MAN;TGE;2.0TDI 130kW 3.5T 4WD L2 8-AUT;4;63404;39780;177
